Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m;BKP_Code;BKP_Beschreibung;KI_Konfidenz
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e0;Beleuchtung;100W - 120V;Wall Lamp - Industrial;347;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e1;Beleuchtung;100W - 120V;Wall Lamp - Industrial;348;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e4;Beleuchtung;100W - 120V;Wall Lamp - Industrial;349;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e6;Beleuchtung;100W - 120V;Wall Lamp - Industrial;350;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e8;Beleuchtung;100W - 120V;Wall Lamp - Industrial;351;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001967e9;Beleuchtung;100W - 120V;Wall Lamp - Industrial;352;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196a1f;Beleuchtung;100W - 120V;Wall Lamp - Industrial;353;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196a21;Beleuchtung;100W - 120V;Wall Lamp - Industrial;354;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196e97;Beleuchtung;100W - 120V;Wall Lamp - Industrial;357;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196e98;Beleuchtung;100W - 120V;Wall Lamp - Industrial;358;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196e9d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;361;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196e9e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;362;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196ea1;Beleuchtung;100W - 120V;Wall Lamp - Industrial;365;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196ea2;Beleuchtung;100W - 120V;Wall Lamp - Industrial;366;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196ea5;Beleuchtung;100W - 120V;Wall Lamp - Industrial;369;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196ea6;Beleuchtung;100W - 120V;Wall Lamp - Industrial;370;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00196ea8;Beleuchtung;100W - 120V;Wall Lamp - Industrial;372;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019725f;Beleuchtung;100W - 120V;Wall Lamp - Industrial;373;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001972a4;Beleuchtung;100W - 120V;Wall Lamp - Industrial;374;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-001972a7;Beleuchtung;100W - 120V;Wall Lamp - Industrial;375;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197306;Beleuchtung;100W - 120V;Wall Lamp - Industrial;376;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197307;Beleuchtung;100W - 120V;Wall Lamp - Industrial;377;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197308;Beleuchtung;100W - 120V;Wall Lamp - Industrial;378;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197309;Beleuchtung;100W - 120V;Wall Lamp - Industrial;379;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019730a;Beleuchtung;100W - 120V;Wall Lamp - Industrial;380;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019730b;Beleuchtung;100W - 120V;Wall Lamp - Industrial;381;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019730c;Beleuchtung;100W - 120V;Wall Lamp - Industrial;382;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019730d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;383;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-0019730e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;384;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197312;Beleuchtung;100W - 120V;Wall Lamp - Industrial;385;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197313;Beleuchtung;100W - 120V;Wall Lamp - Industrial;386;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;e04e969e-4680-4a0f-b085-592fbbbb7b9f-00197314;Beleuchtung;100W - 120V;Wall Lamp - Industrial;387;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019760c;Beleuchtung;100W - 120V;Wall Lamp - Industrial;412;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019760d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;413;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019760e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;414;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019760f;Beleuchtung;100W - 120V;Wall Lamp - Industrial;415;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197610;Beleuchtung;100W - 120V;Wall Lamp - Industrial;416;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197611;Beleuchtung;100W - 120V;Wall Lamp - Industrial;417;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197612;Beleuchtung;100W - 120V;Wall Lamp - Industrial;418;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197613;Beleuchtung;100W - 120V;Wall Lamp - Industrial;419;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197614;Beleuchtung;100W - 120V;Wall Lamp - Industrial;420;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197619;Beleuchtung;100W - 120V;Wall Lamp - Industrial;421;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019761a;Beleuchtung;100W - 120V;Wall Lamp - Industrial;422;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019761b;Beleuchtung;100W - 120V;Wall Lamp - Industrial;423;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019761d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;424;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019761e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;425;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019761f;Beleuchtung;100W - 120V;Wall Lamp - Industrial;426;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197620;Beleuchtung;100W - 120V;Wall Lamp - Industrial;427;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197621;Beleuchtung;100W - 120V;Wall Lamp - Industrial;428;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197622;Beleuchtung;100W - 120V;Wall Lamp - Industrial;429;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197623;Beleuchtung;100W - 120V;Wall Lamp - Industrial;430;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197624;Beleuchtung;100W - 120V;Wall Lamp - Industrial;431;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197625;Beleuchtung;100W - 120V;Wall Lamp - Industrial;432;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197626;Beleuchtung;100W - 120V;Wall Lamp - Industrial;433;1.0;Stk;L1 - Block 35;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197627;Beleuchtung;100W - 120V;Wall Lamp - Industrial;434;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197628;Beleuchtung;100W - 120V;Wall Lamp - Industrial;435;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-00197779;Beleuchtung;100W - 120V;Wall Lamp - Industrial;436;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;f216abb4-9e22-4e18-a08f-07adf4c4ec4c-0019790d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;437;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e06e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;438;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e06f;Beleuchtung;100W - 120V;Wall Lamp - Industrial;439;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e12d;Beleuchtung;100W - 120V;Wall Lamp - Industrial;440;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e194;Beleuchtung;100W - 120V;Wall Lamp - Industrial;441;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e19e;Beleuchtung;100W - 120V;Wall Lamp - Industrial;442;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;536c4ef2-054e-49df-8be4-d3bd15b99020-0019e1a6;Beleuchtung;100W - 120V;Wall Lamp - Industrial;443;1.0;Stk;Parking;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;35cfa5b9-de5f-4420-a6de-5f4d25808246-001d51a4;Beleuchtung;24'';Recessed Lamp - Linear - LED;446;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;35cfa5b9-de5f-4420-a6de-5f4d25808246-001d51f6;Beleuchtung;24'';Recessed Lamp - Linear - LED;447;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;422192c7-d794-44c2-9e33-e95b99680b43-001df61d;Beleuchtung;24'';Recessed Lamp - Linear - LED;337;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;422192c7-d794-44c2-9e33-e95b99680b43-001df61e;Beleuchtung;24'';Recessed Lamp - Linear - LED;338;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f49d2;Beleuchtung;150W - 120V;Wall Lamp - Bracket;450;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4a22;Beleuchtung;150W - 120V;Wall Lamp - Bracket;451;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4af2;Beleuchtung;150W - 120V;Wall Lamp - Bracket;452;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4b38;Beleuchtung;150W - 120V;Wall Lamp - Bracket;453;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4c99;Beleuchtung;150W - 120V;Wall Lamp - Bracket;454;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4d07;Beleuchtung;150W - 120V;Wall Lamp - Bracket;455;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4e0d;Beleuchtung;150W - 120V;Wall Lamp - Bracket;456;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4f15;Beleuchtung;150W - 120V;Wall Lamp - Bracket;457;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4f79;Beleuchtung;150W - 120V;Wall Lamp - Bracket;458;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f4fc4;Beleuchtung;150W - 120V;Wall Lamp - Bracket;459;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f503c;Beleuchtung;150W - 120V;Wall Lamp - Bracket;460;1.0;Stk;R2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5311;Beleuchtung;Incandescent - 120V;Bollard Light;461;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f548c;Beleuchtung;Incandescent - 120V;Bollard Light;462;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5496;Beleuchtung;Incandescent - 120V;Bollard Light;463;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5557;Beleuchtung;Incandescent - 120V;Bollard Light;465;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f55e2;Beleuchtung;Incandescent - 120V;Bollard Light;466;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f55ea;Beleuchtung;Incandescent - 120V;Bollard Light;467;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5660;Beleuchtung;Incandescent - 120V;Bollard Light;468;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5668;Beleuchtung;Incandescent - 120V;Bollard Light;469;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5688;Beleuchtung;Incandescent - 120V;Bollard Light;470;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f56b0;Beleuchtung;Incandescent - 120V;Bollard Light;471;1.0;Stk;Green Roof Hardscape;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5723;Beleuchtung;Incandescent - 120V;Bollard Light;472;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f577a;Beleuchtung;Incandescent - 120V;Bollard Light;473;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;c527d6db-3cd7-41e5-bb3a-3dcd744150fb-001f5782;Beleuchtung;Incandescent - 120V;Bollard Light;474;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc5d6;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;199;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc5d8;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;200;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc5d9;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;201;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc5da;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;212;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc971;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;197;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc972;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;198;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc973;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;202;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc974;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;203;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc990;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;104;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc991;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;105;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc992;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;106;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc993;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;107;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9af;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;108;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9b0;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;109;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9b1;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;128;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9b2;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;181;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9ce;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;188;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9cf;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;189;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9d0;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;190;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9d1;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;191;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9ed;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;192;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9ee;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;193;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9ef;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;204;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fc9f0;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;205;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fca0c;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;206;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fca0d;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;207;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fca0e;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;208;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;2d1095a3-e4dd-4a3b-81b8-806b716aaf49-001fca0f;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;209;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;921cae3c-b889-4ca8-aa7a-6b3858702e7f-001fdd87;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;219;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;921cae3c-b889-4ca8-aa7a-6b3858702e7f-001fdd88;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;220;1.0;Stk;;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Architectural;921cae3c-b889-4ca8-aa7a-6b3858702e7f-001fde8e;Beleuchtung;"4"" Trimmed Downlight";Recessed Lamp - Round - LED;233;1.0;Stk;;;;;;D;Technik Gebäude;0.95
